+---------+------+
|device_id| _col1|
|    d_326|908100|
|    d_327|908100|
|    d_328|908100|
|    d_329|908100|
|     d_33|911600|
|    d_330|908100|
|    d_331|908100|
|    d_332|908100|
|    d_333|908100|
|    d_334|908100|
|    d_335|908100|
|    d_336|908100|
|    d_337|908100|
|    d_338|908100|
|    d_339|908100|
|     d_34|911600|
|    d_340|908100|
|    d_341|908100|
|    d_342|908100|
|    d_343|908100|
|    d_344|908100|
|    d_345|908100|
|    d_346|908100|
|    d_347|908100|
|    d_348|908100|
|    d_349|908100|
|     d_35|911600|
|    d_350|906200|
|    d_351|906200|
|    d_352|906200|
|    d_353|906200|
|    d_354|906200|
|    d_355|906200|
